ext_gene,HC_29_1,HC_29_2,HC_29_3,HC_TrpA1_21_1,HC_TrpA1_21_2,HC_TrpA1_21_3,HC_TrpA1_29_1,HC_TrpA1_29_2,HC_TrpA1_29_3,MechSD12hr_1,MechSD12hr_2,MechSD12hr_3,MechSD3hr_1,MechSD3hr_2,MechSD3hr_3,MechSD6hr_1,MechSD6hr_2,MechSD6hr_3,R21H11_29_1,R21H11_29_2,R21H11_29_3,R21H11_TrpA1_21_1,R21H11_TrpA1_21_2,R21H11_TrpA1_21_3,R21H11_TrpA1_29_1,R21H11_TrpA1_29_2,R21H11_TrpA1_29_3,R60F09_29_1,R60F09_29_2,R60F09_29_3,R60F09_TrpA1_21_1,R60F09_TrpA1_21_2,R60F09_TrpA1_21_3,R60F09_TrpA1_29_1,R60F09_TrpA1_29_2,R60F09_TrpA1_29_3,R65H02_29_1,R65H02_29_2,R65H02_29_3,R65H02_TrpA1_21_1,R65H02_TrpA1_21_2,R65H02_TrpA1_21_3,R65H02_TrpA1_29_1,R65H02_TrpA1_29_2,R65H02_TrpA1_29_3,R85C10_29_1,R85C10_29_2,R85C10_29_3,R85C10_TrpA1_21_1,R85C10_TrpA1_21_2,R85C10_TrpA1_21_3,R85C10_TrpA1_29_1,R85C10_TrpA1_29_2,R85C10_TrpA1_29_3,ZT_0_1,ZT_0_2,ZT_0_3,ZT_12_1,ZT_12_2,ZT_12_3,ZT_16_1,ZT_16_2,ZT_16_3,ZT_20_1,ZT_20_2,ZT_20_3,ZT_4_1,ZT_4_2,ZT_4_3,ZT_8_1,ZT_8_2,ZT_8_3
Sirt1,94.2204,94.9058,95.6412,72.0965,78.342,55.7539,92.1382,92.0304,100.605,77.473,64.5448,82.7412,77.3594,72.0565,69.864,56.7145,58.9162,54.5976,100.172,93.6711,96.2261,78.6178,72.1048,55.1707,64.8062,45.7078,72.881,100.811,97.2195,98.7497,39.6944,56.1526,73.132,101.331,88.5576,91.1473,108.595,105.446,107.142,72.9563,78.1632,64.4611,73.0612,66.2616,65.9071,91.8753,90.0804,100.925,91.9435,86.9845,96.6177,85.068,94.6621,93.5804,95.943,88.7872,99.3801,93.3612,84.9712,76.6514,89.7711,83.515,94.057,75.6137,76.7905,63.0669,82.8202,87.8086,87.8895,96.144,83.2576,80.9547
Sirt2,59.8573,74.2821,75.3437,55.9593,62.5526,54.5594,69.0802,72.1615,66.3169,48.4599,42.2544,54.3023,53.9327,42.944,45.7153,54.3941,45.5793,53.2834,62.2657,61.6904,60.1203,49.48029,43.13791,46.28075,56.9577,29.9117,47.4103,62.5019,65.7266,55.9206,39.0425,41.1993,45.97484,57.4141,59.4449,58.1951,57.7558,66.7021,55.5238,40.55027,44.33723,41.4011,50.1871,45.5099,36.7041,54.8983,60.8979,55.0191,50.88005,45.0732,54.2978,56.9362,55.713,53.8397,55.9931,53.7118,53.0617,56.229,54.6275,51.5211,56.0476,52.7029,62.5288,52.7109,56.4581,48.5225,59.5467,51.635,57.7639,54.644,53.6102,48.9758
Sirt4,80.60494,71.1326,67.0463,67.49434,83.70212,92.43599,70.9116,74.83923,75.914,62.31972,60.9182,60.86143,69.07831,73.93898,65.92267,57.88609,75.62368,59.06013,74.109,65.4083,64.62659,73.20619,82.59378,77.10766,76.95451,85.6554,73.026985,67.43698,56.67364,63.163,74.81894,85.21221,70.3679,76.00749,79.07803,64.22143,67.97698,54.649,55.1327,65.87782,74.04474,77.38357,53.8016,63.9608,59.37821,64.0849,56.85552,63.46688,69.3574,57.0306,72.5129,87.6063,62.9777,58.0021,66.51411,60.9552,61.56018,65.96587,64.16002,56.27765,65.47355,75.391569,70.47598,67.76835,68.61746,70.6999,77.765,64.09815,67.00409,56.923972,65.42149,71.17881
Sirt6,11.8967,9.93061,12.2588,11.9127,12.9992,9.72821,9.21351,14.9731,15.5146,13.7772,17.018,13.8973,13.2646,11.7182,14.742,13.1118,12.9422,21.7751,10.3654,14.2787,10.8346,11.6443,13.0897,12.7237,13.5413,16.6827,10.0858,12.7043,12.0234,8.74049,12.7134,13.4415,12.9074,10.0024,10.6102,9.222,15.4579,15.3526,21.7579,8.98296,15.2741,9.64388,11.5428,13.6048,13.8052,14.0897,15.022,10.8876,11.7774,10.731,13.1209,15.9166,9.99127,13.4208,11.7985,10.1247,11.4013,11.7019,12.9294,9.985,11.3405,12.6888,11.0138,11.5722,12.894,16.5825,13.0785,7.77452,12.1856,13.1834,11.874,9.41008
Sirt7,17.3724,15.9318,17.0705,12.1839,13.9705,11.8306,15.7355,18.3351,17.4152,12.1364,11.6738,13.043,12.746,13.7503,10.0943,9.85384,9.38576,9.9465,20.2074,16.3711,17.9558,14.5333,11.3026,9.38712,11.7359,8.81781,9.52805,16.5647,13.7146,18.4038,8.80401,8.41286,12.9778,16.3469,12.721,15.735,16.2952,17.1364,14.5689,12.3157,13.8279,11.5455,10.0333,8.67681,10.4133,15.3055,12.3678,16.9244,14.4198,13.2731,14.5438,13.5522,13.6063,13.8952,15.6178,14.6905,16.3348,12.3855,12.356,12.518,14.3127,13.2384,12.1826,10.8716,10.5295,8.70412,13.5917,14.5399,14.703,13.5011,12.5014,12.7708
Sirup,473.2875,445.3335,404.6877,666.167,542.4302,751.261,469.7043,388.2381,383.5597,939.829,750.594,814.8304,922.5025,1067.6059,1490.2373,1362.867,1255.289,885.9174,362.8664,428.1121,599.4287,889.9605,456.986,1210.583,1006.9594,1171.5096,920.7226,533.9527,492.985,458.49,1249.018,1292.169,854.7457,424.0042,489.4259,590.7042,409.0653,469.6278,439.0831,649.2842,923.814,860.632,747.562,707.1018,645.577,730.0852,638.8273,504.2998,723.9987,772.502,584.6945,520.7022,456.2204,518.3893,649.1053,595.4418,669.7772,643.764,961.759,1173.012,710.175,989.5241,887.0247,967.8838,710.604,1136.8495,945.206,915.8869,950.6445,763.6065,631.593,902.602
sisA,0,0,0,0,0.372602,0,0,0,0.34067,0,0,0,0,0.625551,0,0,0,0,0,0,0,0,0,0.297098,0.265342,0,0.40315,0,0,0,0,0,0.298888,0,0.31586,0,0,0,0,0,0,0,0.276882,0,0.969506,0,0,0,0,0,0,0,0.476527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436813,0,0,0,0
Six4,2.90728,3.82241,3.85342,3.75492,2.28563,5.21079,3.097412,4.57257,4.0911217,3.13215,3.83161,2.41518,2.58136,3.11959,3.00869,2.62258,3.08769,3.377478,4.3964,3.02642,6.78202,3.6900289,2.82866,2.81753,4.9816,3.30117,4.299463,3.06607,3.992878,4.16654,2.65588,3.598947,3.90385,3.62291,4.212521,4.50801,3.51012,3.12635,2.94017,3.712707,4.92571,4.04789,5.09674,2.62926128,3.92042,3.197,4.77913,4.25321,4.85931,4.5379,3.23391,5.11002,3.78971,4.44532,4.63572,3.65507,3.977068,3.45425,4.1066,3.607972,4.67533,1.97481082,3.832450051,3.356568,3.01519,4.48939,2.949,3.35029,4.09271,2.78671,4.37682,3.12541
siz,85.9829,110.43784,99.290563,62.4079,68.31532,43.58941,82.4725,93.12971,88.288,72.59023,58.69103,80.5493,70.80441,72.60403,70.0101,53.53392,51.99150258,46.94819,105.8193,116.90643,106.1669,70.7075,69.86000001,53.22448084,66.50986,33.98811,62.44674,92.1121,86.2451,93.1775,31.18342,39.71567,60.6828,96.1305,93.544,86.40349,99.898,97.1747,96.3313,63.45624,77.3904,60.35143,64.8918,56.296,54.63279,90.9243,112.35525,104.1834,101.18293,103.56293,109.5575,79.52106134,88.982,82.8296,84.0167,79.3597,89.3454,91.8565,91.9095,80.3319,87.043792,75.723941,83.3942,59.9796,72.9406,54.30496,84.0885,87.81877,87.2686,89.5467,85.6331,86.8821
SK,151.582257,173.078635,175.064436,137.893223,153.75661,93.604514,142.52963,158.72766,171.38277,137.863006,122.160013,159.776179,130.511658,139.03895,122.238295,106.690602,101.479238,100.078891,163.628802,186.92337,157.48019,130.134982,128.36362,92.443993,75.671219,44.688757,91.923474,169.749389,144.23073,151.550471,57.6115054,62.891111,119.064357,138.03435,129.39737,128.61403,170.57792,159.274682,164.025258,122.529797,137.836446,102.921387,83.421014,69.864454,66.85025,140.610641,206.10256,154.039902,190.742847,189.262857,201.877953,117.244436,161.87981,154.52341,196.172438,193.267678,190.675564,195.952638,187.71587,162.39012,194.54826,157.27541,177.968204,131.34799,139.86607,106.06129,183.304341,184.275496,177.153083,211.82328,183.245316,160.87443
Sk1,12.3676,12.393,13.03625,18.6904,18.65186,15.34659,9.378656,17.164611,13.23027,11.45599,10.647,11.10532,10.3479,13.31564,11.45417,11.0752,10.56523,10.2525,10.5245,12.9616,14.13065,18.616744,14.16297,13.07254,12.2568,10.175213,13.56998,14.38066,14.34719,12.8012,12.2673,16.77144,16.08825,12.02089,14.33422,12.14675,10.91323,9.07646,12.4739,16.63577,20.50939,14.81336,7.64798,8.38965,7.217434,16.12336,20.22403,21.96659,17.17042,16.54679,17.97519,23.69277,27.6061,28.5473,13.96815,13.4886,16.71301,11.754523,14.701431,13.9975,13.11782,18.55299,15.9334,11.61002,17.04067,12.77374,13.61592,12.6464,16.22078,15.26779,13.46057,14.287755
Sk2,31.5365,38.7736,31.6481,25.5608,30.9803,24.407,33.7998,35.1988,34.3098,36.5692,27.8329,32.4996,31.7535,29.3163,34.0936,25.0415,27.5352,33.7385,33.6547,35.2873,32.3196,28.938,32.117,32.658,32.1616,26.4182,26.1036,30.7049,30.5397,35.2941,18.5705,32.9835,30.391,32.2528,35.0653,32.9538,34.9591,31.47,28.4421,30.5578,28.2151,31.9533,30.2602,29.0285,23.3496,34.6747,32.9237,36.885,28.7462,26.1285,27.0898,36.6321,30.2076,31.2269,34.0304,31.8659,32.967,35.3506,32.9809,33.5235,38.6442,33.0895,31.5553,28.7264,31.7236,30.0737,34.4789,33.5451,30.3922,31.1751,29.5667,37.6261
Skadu,0,0,0,0,0,0,0,0,0.845552,0,0,0.533018,0.44909,0,0,0,0,0,0,0,0,0,0,0.740932,0,0,0,0,0,0,0,0,0,0.480994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.627481,0,0,0,0,0,0.86771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454582,0
skap,395.8862225,322.2241693,349.5486633,381.3447219,407.991823,393.9995427,358.5623963,342.1545561,333.887823,347.6114931,333.7866296,352.5398153,344.9591571,333.9352585,359.041602,303.2593452,301.4097809,308.7219224,348.0475286,357.043976,344.3988491,389.0644013,377.2819991,349.0123959,343.2600642,325.4721253,308.0846457,363.462927,341.7591466,337.1697118,303.6686872,355.6317522,387.7665799,344.4610307,376.1964811,361.8383975,341.0206603,327.105443,324.6023955,342.6707553,358.4476903,421.2893815,343.4645032,364.6595433,352.7264538,393.7844101,365.5553423,342.5969439,408.5804762,415.4553082,421.6103671,359.9678914,361.3662362,364.1105851,365.9363279,380.1314988,375.520807,352.0674381,368.9952994,352.3107999,352.9329238,357.3400306,338.870127,358.8044148,351.7018921,354.505375,385.6650032,405.195994,374.8594978,341.0251244,363.0635255,361.0905309
skd,51.840495,57.935967,55.424029,33.254876,40.991036,19.324651,39.694225,47.740348,47.133301,34.654737,27.915393,40.434211,30.053946,34.331391,31.746686,21.625861,21.071791,20.625406,60.625072,65.336364,60.23273,35.709832,32.929858,22.922364,23.965655,8.650624,21.5934589,50.207497,46.966615,46.795677,14.595108,16.2228337,31.704698,47.252182,44.316534,41.8682,52.025001,51.83615,54.73618,32.779072,38.351917,25.1367383,24.3632761,19.349855,18.623258,41.324397,60.163434,53.500054,49.70624,46.804179,52.836726,34.711264,45.43245,40.224347,48.356172,45.287551,52.054647,49.508035,47.110199,39.273097,46.818256,42.122703,46.544031,31.562504,37.061819,25.034107,44.848115,49.863291,48.104828,50.638999,42.950038,41.419329
Skeletor,0.268005,0.070492,0,0.0346885,0.044038,0.4474892,0.0396733,0.0420807,0.306282,0.2258846,0,0,0,0.178845,0,0,0.162935,0,0.44136,0.631281,0.323843,0.46869,1.312197,0.678041,0.2837523,0.1958858,0.144284,1.065859,0.92555,0.507131,1.0559029,0.404176,0.67517,0.57164,1.049463,0.9246216,0.3546483,0.128298,0.296919,1.232218,0.639296,0.939009,0.5187785,0.5349007,1.6640481,0.2475248,0.970545,0.6209,1.15055,0.873202,0.716026,0.785534,0.4036145,0.0475755,0.189186,0.185594,0.1333841,0.120107,0.667267,0.2327372,0.162443,0.183401,0.193811,0.8764651,0.508899,0.116755,0.148301,0.38341,0.147734,0.0370091,0.313424,0.3578101
Ski6,10.416,12.3513,9.42612,13.52292,10.2316,10.9938,8.41858,12.5266,10.1883,8.4993,6.37445,12.3138,8.45601,9.27952,11.56738,12.6998,12.9996,12.4405,11.0983,10.9243,14.0021,12.34063,9.98923,12.2126,22.1986,14.3479,16.9661,8.02747,10.2284,9.89782,9.48034,14.248,9.9182,8.82415,13.5116,9.48518,14.261,8.182,9.00575,14.1472,10.876,8.39154,14.079,9.8053,15.9873,10.6883,4.21059,11.1063,7.13766,8.53641,3.98893,15.41099,11.3158,13.5252,10.2087,11.1275,9.29667,6.36297,7.50901,9.38508,7.9858,8.66153,10.4275,16.1857,10.4319,15.4959,9.74454,11.9038,7.06049,12.5395,11.5307,11.3161
SKIP,52.47063,56.60995174,54.48854665,31.368169,36.458932,20.522558,46.468124,49.03691,53.140134,39.40195,37.348153,39.336264,38.02408,35.24135,45.133516,37.48076,29.8178,26.36928,59.538806,60.801214,64.37514,36.78677,34.3867,22.86606604,27.06745,12.462196,26.591499,55.89661165,44.9673454,65.05306,16.23184,18.64651,29.59957,51.73916,43.7121835,46.38079,50.59896201,60.45037833,59.45372557,32.237216,37.1587,30.85588,30.43925,24.50406,23.281114,41.13378,60.100732,54.58612218,51.48144,46.91042,49.58312001,35.19612029,43.69223,42.415954,51.22492,50.40286,48.79319272,58.37627873,57.17162773,54.02526,57.00714001,40.58065403,48.1946613,39.86117,37.73172,28.293219,53.1657979,54.663988,56.928117,55.32214019,52.27836201,52.41492
skl,23.1605,17.5661,20.6842,31.03,26.9225,21.6351,22.9908,25.4221,22.3758,26.7935,28.5135,23.2481,19.8536,20.546,26.0878,19.8243,22.7804,29.5231,20.9819,28.2669,22.1573,20.6094,21.4711,20.653,23.0874,21.77,22.6943,24.7756,17.5579,24.0415,18.9424,22.2656,26.7786,18.039,24.581,21.9403,19.0913,20.3271,22.7855,20.6456,25.9003,25.2021,19.4446,18.523,25.9727,26.1366,16.973,15.6653,36.7317,35.8641,26.2884,17.5797,23.1046,16.7106,22.1573,20.803,23.226,23.9663,20.7136,21.0112,22.8925,24.523,20.0458,22.8235,17.3431,24.084,18.7984,25.5904,20.7125,25.1426,22.6057,19.0342
Skp2,1.127887,1.41294,1.76184,38.3692,0.253334,0.678518,0.468691,0.482591,1.04484,0.135278,0.4700521,1.41716,0.735718,14.1783,0.636244,1.43882,1.108816,0.82765,1.46188,1.118142,0.742461,0.734921,0.587862,0.401511,0.920274,0.705669,1.51808,1.617347,1.12558,1.93007,12.169,0.920066,0.922334,2.54322,10.0059,2.98599,2.28947,1.83454,1.12808,49.707,1.81964,0.345395,1.69091,7.34911,2.899483,1.31317,2.38352,1.09999,0.807553,0.56365,1.25445,1.19439,1.814428,2.63279,0.90575,0.429789,0.904619,1.50238,1.07882,0.577554,2.57632,2.10132,1.76449,0.494948,0.879096,1.03178,1.21124,1.88034,1.2892,0.645325,1.04845,1.55888
SkpA,444.1217258,436.8227,426.5817,378.98704,379.770648,400.9858432,522.36899,428.98775,487.6416,342.993362,341.10436,307.015131,327.62485,284.00529,268.07709,324.90642,299.4196457,329.54727,452.05523,441.29338,440.36678,353.944032,375.265706,347.306788,423.35591,430.02653,480.6091387,439.47516,474.11305,490.512968,423.675894,371.633692,377.73179,510.79542,493.58656,494.76181,481.74687,497.56818,488.3599,319.79997,332.049195,366.32867,551.1024685,531.48723,541.01283,411.40791,381.50581,413.05711,383.34554,378.806103,374.55244,462.21176,406.17129,448.684482,346.22071,358.68724,322.97043,371.428031,362.109233,336.555176,350.96102,341.90632,346.24198,298.568305,305.908987,294.53902,332.05548,365.19258,334.122039,367.73114,379.15735,337.30634
SkpB,0,1.49836,3.17135,0.979124,1.26649,1.41051,0.5714,2.09552,1.1587,0.344478,0.394705,0.360443,0.920543,0,0.391736,0,0,0,2.8156,0.792237,1.38019,0.776392,2.33442,1.26035,1.58527,1.15992,0.343132,1.20614,2.0805,3.78084,0.603688,1.01581,1.0176,1.65674,1.34157,0.284992,0,0,0,0.810854,0.300977,1.42287,0.235181,0.71909,0.275514,1.87434,1.33398,1.16779,0.418399,2.25213,1.87185,0,3.98717,3.20973,0.291006,0.545168,0.257977,0,0,0,0.31164,0.325252,0,0,0,0.910272,0.223503,0,0.275774,0,0.608148,0.595002
SkpC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407234,0,0,0,0,0,0,0,0,0,0.379133,0,0,0,0,0,0,0,0,1.557,0,0,0,0,0,0,0,0,0,0,0.58416,0,0,0,0,0,0.453791,0,0,0
SkpD,0.575409,0.747174,0,0,0,0,0,0,0,2.11225,0,0,0,0.405986,0,0.51492,0,0,0,0.593914,1.37693,0,0,0,0,0,2.06516,0.60411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412198,0,0,0,0,0,0,0,0,0,0.448335,0,0.79601,0,0,0,0,0,0,0,0.466766,0,0,0,0,0.423631,0,0.446297
SkpE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713547,0,0,0.836053,0,0,0,0,0.343153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.607552,0,0,0,0,0,0,0.483318,0,0,0.349347,0,0,0,0,0,0,0,0,0,0.303946,0,0,1.11748,0,0
SkpF,1.59305,1.37515,1.63731,0.336676,0.438968,0,1.97813,0,0,0,0,0.504405,0,0,0,0.470695,0,0.733632,1.66281,1.09203,0,0,0,1.05198,0.93286,0,0,0.554994,0.475526,1.29324,0,1.05307,0.351475,0.912043,0.743792,1.17904,0.917763,0,1.53318,1.85427,2.0761,0.783546,0.326232,0.659568,0,1.94848,1.26395,0,2.96156,1.2733,0.663946,0.673258,1.14097,1.00571,0,0,0,0,0.761073,0,0,0.896638,0,0,0,0,0.316228,0,0.388049,0,0,0.410458
sktl,10.8917,11.02045,12.06719,9.81215,8.89336,5.90881,6.6467,9.01633,7.559528,8.56603,6.20992,8.056656,8.27321,9.702875,8.08845,6.71613,6.68488,4.486414067,8.95412,12.81181,14.28081,9.39663,7.31131,7.563199,11.89464,4.69663,8.745914,14.54994,10.306,10.14946,4.44149,6.959,8.32895,7.526376,11.9356,12.52998,7.6477,8.721744,9.11093,8.784859,8.33863,8.194852,9.50598,8.9729723,9.00328,11.74433,15.788468,12.77916,8.78285,10.50405,12.80525,9.2581102,13.641183,15.54994,8.06686,10.65431,11.890356,9.03493,12.549209,12.780633,8.83831,8.67421,12.50589,6.343120241,7.36603612,6.62707,10.903572,12.36213,12.41503,7.43897,11.8376,13.08297
sky,219.08513,220.9002085,216.585227,167.9146808,183.554154,132.7626183,204.131611,209.499277,214.9785352,188.9168892,163.163544,208.290275,183.535256,167.2253034,158.3357138,157.7242835,152.0342202,153.1995904,243.0462126,260.238295,240.1699393,196.128149,190.3307753,155.32739,161.505394,105.5160635,177.43541,228.488622,214.0168904,218.4515698,110.391611,126.0773005,185.908607,226.46717,203.376605,203.384582,220.875461,214.1697739,226.6184949,157.57068,186.045685,160.11043,165.812913,141.99249,136.4709001,214.44507,283.07436,218.03209,256.057079,250.674879,258.6815406,174.31198,212.4559536,211.641,231.103505,224.56453,220.268559,231.82223,222.4987,208.37608,224.8118172,205.2659372,223.7607217,164.2276631,168.942766,145.238894,201.4770673,227.2996314,210.41144,236.41557,224.091058,206.098584
sl,12.8833,15.4924,15.2214,10.0964,10.1665,7.56604,12.3929,12.6068,12.2036,10.8041,11.1774,9.5637,11.2272,11.0749,9.12947,8.72613,8.7807,8.46671,14.3104,10.8126,13.7332,9.20849,10.314,7.53185,7.60747,5.51021,9.61886,14.2743,14.6649,15.1216,7.36378,6.91404,11.229,14.0432,13.2083,11.7261,13.609,15.8071,13.8159,10.4199,9.19047,9.29066,10.028,10.4047,10.3396,12.3742,12.0511,13.2319,12.1334,13.2943,11.3745,9.99026,11.0065,10.361,13.7084,11.8765,13.5699,11.5414,11.5928,10.0678,11.6277,11.4935,11.1729,11.7709,10.8371,8.50189,12.2307,11.7565,12.3195,13.4881,11.1106,10.5202
slam,0.0762236,0,0,0,0.0592467,0,0,0.11316,0,0,0,0.131766,0,0,0.149602,0.121369,0.172258,0,0,0,0,0,0,0.0937543,0.0432882,0.0494386,0,0,0.0661441,0.0909555,0.115775,0,0,0.168532,0.100058,0.107722,0,0.0862116,0,0.103509,0.113792,0.27036,0.175672,0.182489,0.104768,0.0877676,0,0.0737408,0,0,0,0,0,0,0.262233,0.0499964,0.0416019,0,0.100529,0.161714,0.114127,0.0616375,0.20674,0.115704,0,0.0788806,0,0.134341,0,0,0.0546113,0
slbo,0,0,0.221756,0.0687195,0.350015,0.234474,0.0788551,0,0,0.372383,0.108058,0.0975537,0,0.214137,0,0,0.170157,0.427638,0.112424,0,0,0.436451,0,0.06928,0,0.081482,0.19089,0,0.0974831,0.246569,0,0.212143,0,0,0.147837,0.238382,0.186478,0.127079,0.312548,0.0762412,0.0772353,0.159448,0,0.067253,0.154459,0.388841,0.116581,0,0.221514,0,0.122713,0,0.206655,0,0.0777743,0.29622,0.0690649,0.318803,0,0.159381,0.155331,0.0909055,0,0.085459,0.248571,0.117452,0.29685,0.0995047,0.221463,0.147873,0.162028,0.165935
Slbp,45.8226,45.433,45.2107,29.7299,43.0003,38.953,40.6354,44.0344,44.5791,42.2095,38.4406,39.3047,34.5951,32.9344,32.8764,35.6775,35.5981,36.6818,44.1305,39.7078,41.8216,35.3732,36.1815,33.794,37.045,35.8586,39.5467,36.7812,31.6032,40.4555,26.2446,39.712,34.2914,42.8113,41.5945,44.9962,38.4876,42.539,41.4566,44.4318,45.571,35.1473,33.2637,25.8109,33.4387,47.1558,33.1706,45.7838,32.8249,42.3537,33.2689,48.2365,38.8396,41.4563,39.002,41.4303,41.5577,43.1575,42.6847,48.9249,41.3323,40.6043,41.6055,39.1406,40.9487,27.687,40.1641,35.98,36.9814,43.6328,39.4106,46.5526
Slc45-1,18.046623,18.30414,18.48038,9.981471,8.980135,13.69508,9.20714467,11.505987,12.99428,5.743087,8.980452006,9.732515,5.968914,6.702007,10.03202,9.8738,11.001364,9.310026,11.530795,13.228623,26.46497,20.157,14.740759,14.09378442,21.08179,19.987689,20.13995,25.62878,20.98236,21.26545,12.16479261,22.277069,23.56975,5.945551,11.21251926,22.79726,10.69768,15.15999,11.08251,10.85020309,25.31574,25.109226,24.31321,29.88152,30.70216,18.983253,19.48301438,24.57657,15.7812,22.18055,26.615512,8.202312,15.0447,26.22402,6.975776,7.479109103,16.35964,8.64044,9.54028,14.34821077,8.615544,13.432414,16.6413,9.322727,9.567087,11.82352,7.19543562,19.846105,18.48825,10.74447,7.744866,17.85998
SLC5A11,27.3354,24.2919,24.4061,20.7934,13.8917,11.784,23.9441,19.064,20.9089,18.3443,9.36183,13.3926,18.6259,23.4655,24.4176,15.2295,13.0311,9.51449,24.8974,31.3497,33.5668,22.6831,13.1431,12.6897,24.27,16.3653,20.7515,32.2971,29.9203,32.5416,12.9912,14.3996,13.2914,32.5349,21.2344,28.1589,24.5075,30.5359,29.3074,15.7589,20.2684,15.0758,25.4468,25.1358,20.6274,23.6203,24.2541,21.4531,22.7526,24.6495,18.5914,18.0924,18.2376,23.1925,20.7902,21.7905,22.086,21.4234,18.9843,21.9286,17.4858,19.423,16.4916,13.811,17.4063,15.8916,20.2043,22.0402,24.5302,21.7987,24.472,20.9687
Sld5,3.22096,6.51598,4.70198,6.38146,4.89648,4.36153,3.39835,3.90899,4.82151,4.94695,2.82342,7.32907,5.10986,0.949015,3.71174,3.20964,3.34253,5.6389,4.29466,2.34932,3.82008,4.90569,5.54434,5.40697,2.68164,7.21508,3.2602,3.34182,7.39013,3.35072,4.64396,4.82609,4.22972,3.92955,4.46988,6.76396,1.97501,2.14618,2.63992,2.55912,3.57301,3.03683,3.35914,1.13667,3.59259,1.11481,3.75128,5.53956,1.51018,3.78603,2.81818,3.48273,2.8937,2.56778,4.53708,2.93192,1.23821,6.25082,5.85967,4.5043,8.94499,3.47268,3.47193,4.42268,5.84074,2.48001,5.10266,6.18522,5.29168,3.29978,3.28444,4.23673
sle,23.9119,24.8421,22.7302,12.40574,12.08573479,6.965460082,25.11176854,22.57309,24.7032,14.10683795,9.26842,12.1946,11.72210916,12.50251,12.31380022,9.75658,7.874470002,9.454205,22.3505,22.999,19.7743,10.98180054,9.468370975,7.43801,11.7321,6.12697,14.20270347,24.22340378,21.28,23.15050011,3.56309,5.243760307,9.917947,24.3921,20.173,19.3815,26.14959,24.45790004,25.1822,11.22623817,11.8419,9.185338231,14.265411,10.49389,8.98458464,20.2402,19.6185,26.3883,12.72050075,11.94765,13.9699,17.8846,19.4098,24.6995,17.7175,15.71,17.19267,16.7087,15.6925,14.1439,20.5836,15.5133,15.96741,12.3614219,12.40560089,8.894210274,15.5218,15.52617,15.33330027,17.3354,13.8561,14.93217
slgA,554.0824668,525.5952287,512.17368,445.9008447,506.2820034,351.9383977,465.0534602,511.02483,512.8417421,426.9312481,360.903311,436.5127206,434.9662718,407.9702766,401.1076658,339.8946627,330.8266553,327.5602757,543.6488539,558.7587176,520.9076545,475.201179,448.0376904,347.525518,371.5478102,251.6891183,358.9229751,508.5305523,468.7554282,503.5236705,268.704149,328.5510012,413.9853353,470.2122625,509.3588891,488.6240961,509.936531,479.573636,495.9506512,436.7948771,482.551191,442.1744278,344.4749998,306.1941791,328.7035932,505.775158,570.6953101,529.8736007,604.4771543,600.1006502,611.8886537,443.2543818,493.999725,471.5177495,556.0228202,526.9946953,560.7704371,534.4621171,495.7050386,462.2063487,521.3498872,473.8969855,513.3761977,384.9757458,422.4557181,358.0182175,536.3324753,545.9918352,527.7740072,540.0642732,489.027538,492.34675
Slh,33.5067,31.02709,32.4291,23.20995,30.00739,26.143441,30.71975,28.50637,38.72273,31.75534,22.99932,25.91704,28.94422,27.42386,25.2531,22.39726,24.98747,24.55597,32.61561,27.451,25.91826,26.56241,28.07101,26.16891,32.80041,21.78131,28.61103,30.99308,28.03555,34.97557,18.002117,25.75603,26.83799,35.1755,39.22456,33.49288,34.16978,30.63578,35.99646,29.37897,29.76612,26.93058,27.44519,25.92597,26.63992,31.90139,34.67846,31.68306,24.95941,28.34138,24.138761,33.086,29.6467,30.32243,33.90934,28.33255,31.34935,28.49532,31.39426,28.29663,29.51548,23.44181,28.66256,25.12217,25.37855,25.10397,30.02334,30.37322,29.35261,28.06497,27.66204,28.2343
sli,105.3872424,116.953016,115.524447,63.3218,74.50870038,42.02209,89.11271732,106.4867776,106.4005321,76.5162,62.2703,82.8622,73.4194,72.2001,74.65303162,48.82707,46.56178,45.39739,115.10724,111.30316,110.2867113,69.8858,64.763,46.1116,53.52660142,21.016206,53.2959,110.8553241,99.514002,112.937078,27.29306,35.84575,59.5616,101.8742,82.4364,99.2895,109.7176006,108.60962,119.77996,65.8826,74.8589,51.7839,56.4988,46.5853,45.39859,77.35970695,107.4098518,107.344788,91.83110029,89.4579,103.3814,66.2534,85.3909,88.6481,108.1417,99.1236,115.8753442,103.6774,100.2330025,87.8857,103.971,92.2130011,105.7841,69.9039,81.10320365,58.5873,94.19977901,104.3594,99.881,105.3022,94.1896,102.8876956
